coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,snow
"{'lon': -63.9833, 'lat': -19.8167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 28.83, 'feels_like': 29.8, 'temp_min': 28.83, 'temp_max': 28.83, 'pressure': 1009, 'humidity': 53, 'sea_level': 1009, 'grnd_level': 862}",10000.0,"{'speed': 1.11, 'deg': 83, 'gust': 0.89}",{'all': 100},1710685341,"{'country': 'BO', 'sunrise': 1710670742, 'sunset': 1710714557}",-14400,3910094,Monteagudo,200,,
"{'lon': -64.6526, 'lat': -25.3807}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 25.74, 'feels_like': 26.59, 'temp_min': 25.74, 'temp_max': 25.74, 'pressure': 1009, 'humidity': 85, 'sea_level': 1009, 'grnd_level': 942}",10000.0,"{'speed': 0.33, 'deg': 88, 'gust': 0.5}",{'all': 94},1710685341,"{'country': 'AR', 'sunrise': 1710670864, 'sunset': 1710714756}",-10800,3857974,El Galpón,200,{'1h': 0.33},
"{'lon': 47.6, 'lat': -23.35}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 27.3, 'feels_like': 30.64, 'temp_min': 27.3, 'temp_max': 27.3, 'pressure': 1013, 'humidity': 82, 'sea_level': 1013, 'grnd_level': 1012}",10000.0,"{'speed': 4.35, 'deg': 43, 'gust': 6.58}",{'all': 1},1710685341,"{'country': 'MG', 'sunrise': 1710643931, 'sunset': 1710687819}",10800,1054329,Vangaindrano,200,,
"{'lon': 109.8222, 'lat': 40.6522}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 5.72, 'feels_like': 2.07, 'temp_min': 5.72, 'temp_max': 5.72, 'pressure': 1023, 'humidity': 30, 'sea_level': 1023, 'grnd_level': 894}",10000.0,"{'speed': 5.37, 'deg': 304, 'gust': 9.58}",{'all': 93},1710685085,"{'country': 'CN', 'sunrise': 1710629349, 'sunset': 1710672541}",28800,2038432,Baotou,200,,
"{'lon': 75.5833, 'lat': 11.6}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 27.66, 'feels_like': 30.38, 'temp_min': 27.66, 'temp_max': 27.66, 'pressure': 1012, 'humidity': 73, 'sea_level': 1012, 'grnd_level': 1009}",10000.0,"{'speed': 4.01, 'deg': 314, 'gust': 5.03}",{'all': 0},1710685341,"{'country': 'IN', 'sunrise': 1710637419, 'sunset': 1710680902}",19800,1278023,Badagara,200,,
"{'lon': 27.2453, 'lat': 31.3525}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 18.11, 'feels_like': 17.62, 'temp_min': 18.11, 'temp_max': 18.11, 'pressure': 1014, 'humidity': 63}",10000.0,"{'speed': 5.66, 'deg': 350}",{'all': 40},1710685341,"{'type': 1, 'id': 2517, 'country': 'EG', 'sunrise': 1710649102, 'sunset': 1710692417}",7200,352733,Marsá Maţrūḩ,200,,
"{'lon': 77.475, 'lat': 62.0961}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 1.03, 'feels_like': -4.35, 'temp_min': 1.03, 'temp_max': 1.03, 'pressure': 1008, 'humidity': 99, 'sea_level': 1008, 'grnd_level': 1000}",45.0,"{'speed': 6.44, 'deg': 256, 'gust': 13.12}",{'all': 100},1710685341,"{'country': 'RU', 'sunrise': 1710637251, 'sunset': 1710680162}",18000,1540356,Raduzhny,200,,
"{'lon': 35.3472, 'lat': -23.8597}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 28.9, 'feels_like': 35.33, 'temp_min': 28.9, 'temp_max': 28.9, 'pressure': 1016, 'humidity': 84}",10000.0,"{'speed': 4.12, 'deg': 80}",{'all': 40},1710685341,"{'type': 1, 'id': 2200, 'country': 'MZ', 'sunrise': 1710646869, 'sunset': 1710690762}",7200,1039536,Maxixe,200,{'1h': 0.37},
"{'lon': 111.5, 'lat': 66}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -15.39, 'feels_like': -22.28, 'temp_min': -15.39, 'temp_max': -15.39, 'pressure': 1010, 'humidity': 99, 'sea_level': 1010, 'grnd_level': 951}",920.0,"{'speed': 3.22, 'deg': 164, 'gust': 3.7}",{'all': 100},1710685341,"{'country': 'RU', 'sunrise': 1710629151, 'sunset': 1710671934}",32400,2027296,Aykhal,200,,
"{'lon': 45.6969, 'lat': 51.0239}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -0.03, 'feels_like': -3.69, 'temp_min': -0.03, 'temp_max': -0.03, 'pressure': 1020, 'humidity': 92, 'sea_level': 1020, 'grnd_level': 996}",10000.0,"{'speed': 3.18, 'deg': 44, 'gust': 4.74}",{'all': 100},1710685342,"{'country': 'RU', 'sunrise': 1710644778, 'sunset': 1710687886}",14400,542464,Krasnoarmeysk,200,,
"{'lon': -6.55, 'lat': 43.1833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 20.68, 'feels_like': 20.32, 'temp_min': 20.68, 'temp_max': 20.68, 'pressure': 1019, 'humidity': 58, 'sea_level': 1019, 'grnd_level': 916}",10000.0,"{'speed': 4.08, 'deg': 247, 'gust': 7}",{'all': 100},1710685342,"{'type': 2, 'id': 20148, 'country': 'ES', 'sunrise': 1710657258, 'sunset': 1710700479}",3600,3126572,Cangas del Narcea,200,,
"{'lon': -55.6649, 'lat': 48.9332}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -1.25, 'feels_like': -3.18, 'temp_min': -1.25, 'temp_max': -1.25, 'pressure': 1013, 'humidity': 92, 'sea_level': 1013, 'grnd_level': 996}",10000.0,"{'speed': 1.5, 'deg': 207, 'gust': 2.69}",{'all': 100},1710685342,"{'country': 'CA', 'sunrise': 1710669057, 'sunset': 1710712250}",-9000,5964378,Grand Falls-Windsor,200,,
"{'lon': 31.1667, 'lat': 65.2}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': -5.51, 'feels_like': -10.69, 'temp_min': -5.51, 'temp_max': -5.51, 'pressure': 1023, 'humidity': 62}",10000.0,"{'speed': 3.58, 'deg': 334, 'gust': 5.81}",{'all': 5},1710685342,"{'type': 2, 'id': 2088469, 'country': 'RU', 'sunrise': 1710648371, 'sunset': 1710691266}",10800,554318,Kalevala,200,,
"{'lon': 54.8807, 'lat': 26.5579}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.06, 'feels_like': 28.01, 'temp_min': 28.06, 'temp_max': 28.06, 'pressure': 1011, 'humidity': 44}",10000.0,"{'speed': 7.2, 'deg': 270}",{'all': 0},1710685342,"{'type': 1, 'id': 7448, 'country': 'IR', 'sunrise': 1710642453, 'sunset': 1710685803}",12600,141665,Bandar-e Lengeh,200,,
"{'lon': 169.2667, 'lat': -19.55}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 25.91, 'feels_like': 26.72, 'temp_min': 25.91, 'temp_max': 25.91, 'pressure': 1008, 'humidity': 83, 'sea_level': 1008, 'grnd_level': 991}",10000.0,"{'speed': 2.93, 'deg': 98, 'gust': 4.88}",{'all': 100},1710685086,"{'country': 'VU', 'sunrise': 1710701169, 'sunset': 1710744957}",39600,2136825,Isangel,200,,
"{'lon': 116.0806, 'lat': 56.3161}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': -19.53, 'feels_like': -19.53, 'temp_min': -19.53, 'temp_max': -19.53, 'pressure': 1028, 'humidity': 81, 'sea_level': 1028, 'grnd_level': 961}",10000.0,"{'speed': 1.29, 'deg': 137, 'gust': 1.86}",{'all': 33},1710685342,"{'country': 'RU', 'sunrise': 1710627953, 'sunset': 1710670934}",32400,2055815,Kuanda,200,,
"{'lon': -72.5347, 'lat': 18.2342}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.62, 'feels_like': 31.13, 'temp_min': 28.62, 'temp_max': 28.62, 'pressure': 1015, 'humidity': 65, 'sea_level': 1015, 'grnd_level': 986}",10000.0,"{'speed': 2.14, 'deg': 166, 'gust': 1.15}",{'all': 0},1710685087,"{'country': 'HT', 'sunrise': 1710672978, 'sunset': 1710716425}",-14400,3723779,Jacmel,200,,
"{'lon': 74.4859, 'lat': 65.85}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -0.44, 'feels_like': -7.1, 'temp_min': -0.44, 'temp_max': -0.44, 'pressure': 997, 'humidity': 86, 'sea_level': 997, 'grnd_level': 991}",10000.0,"{'speed': 8.52, 'deg': 254, 'gust': 15.23}",{'all': 100},1710685342,"{'country': 'RU', 'sunrise': 1710638009, 'sunset': 1710680839}",18000,1495626,Pangody,200,,
"{'lon': -73.6167, 'lat': -43.1167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 10.45, 'feels_like': 9.85, 'temp_min': 10.45, 'temp_max': 10.45, 'pressure': 1015, 'humidity': 88, 'sea_level': 1015, 'grnd_level': 1013}",10000.0,"{'speed': 2.52, 'deg': 324, 'gust': 4.44}",{'all': 100},1710685342,"{'country': 'CL', 'sunrise': 1710672842, 'sunset': 1710717080}",-10800,3874943,Quellón,200,,
"{'lon': 32.4476, 'lat': 69.4005}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': -6.53, 'feels_like': -13.53, 'temp_min': -6.53, 'temp_max': -6.53, 'pressure': 1018, 'humidity': 86, 'sea_level': 1018, 'grnd_level': 1004}",,"{'speed': 7.29, 'deg': 281, 'gust': 10.55}",{'all': 73},1710685087,"{'country': 'RU', 'sunrise': 1710648117, 'sunset': 1710690905}",10800,828218,Zaozërsk,200,,
"{'lon': -13.6878, 'lat': 9.535}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 35.05, 'feels_like': 37.62, 'temp_min': 35.05, 'temp_max': 35.05, 'pressure': 1008, 'humidity': 41}",10000.0,"{'speed': 5.14, 'deg': 280}",{'all': 0},1710685343,"{'type': 1, 'id': 2451, 'country': 'GN', 'sunrise': 1710658826, 'sunset': 1710702337}",0,2422488,Camayenne,200,,
"{'lon': 33.4478, 'lat': 69.1989}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -5.77, 'feels_like': -12.77, 'temp_min': -5.77, 'temp_max': -5.77, 'pressure': 1018, 'humidity': 82, 'sea_level': 1018, 'grnd_level': 1010}",10000.0,"{'speed': 8.9, 'deg': 282, 'gust': 12.03}",{'all': 97},1710685087,"{'country': 'RU', 'sunrise': 1710647875, 'sunset': 1710690667}",10800,506763,Polyarny,200,,
"{'lon': 5.5228, 'lat': 22.785}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 26.95, 'feels_like': 25.81, 'temp_min': 26.95, 'temp_max': 26.95, 'pressure': 1022, 'humidity': 9}",10000.0,"{'speed': 3.09, 'deg': 310}",{'all': 0},1710685343,"{'type': 1, 'id': 1066, 'country': 'DZ', 'sunrise': 1710654274, 'sunset': 1710697669}",3600,2478216,Tamanghasset,200,,
"{'lon': -72.4167, 'lat': -35.3333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 18.38, 'feels_like': 17.5, 'temp_min': 18.38, 'temp_max': 18.38, 'pressure': 1012, 'humidity': 47, 'sea_level': 1012, 'grnd_level': 997}",10000.0,"{'speed': 3.55, 'deg': 210, 'gust': 4.68}",{'all': 15},1710685343,"{'country': 'CL', 'sunrise': 1710672643, 'sunset': 1710716704}",-10800,3893726,Constitución,200,,
"{'lon': -159.319, 'lat': 22.0752}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 19.12, 'feels_like': 19.12, 'temp_min': 17.99, 'temp_max': 20.05, 'pressure': 1016, 'humidity': 78}",10000.0,"{'speed': 7.72, 'deg': 40}",{'all': 100},1710685088,"{'type': 2, 'id': 2005473, 'country': 'US', 'sunrise': 1710693807, 'sunset': 1710737243}",-36000,5848280,Kapaa,200,,
"{'lon': 42.2433, 'lat': 57.8057}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 0.12, 'feels_like': -3.71, 'temp_min': 0.12, 'temp_max': 0.12, 'pressure': 1018, 'humidity': 92, 'sea_level': 1018, 'grnd_level': 1000}",10000.0,"{'speed': 3.42, 'deg': 201, 'gust': 6.39}",{'all': 97},1710685343,"{'country': 'RU', 'sunrise': 1710645652, 'sunset': 1710688669}",10800,514052,Ostrovskoye,200,,
"{'lon': 148.1667, 'lat': -23.5333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 23.52, 'feels_like': 24.02, 'temp_min': 23.52, 'temp_max': 23.52, 'pressure': 1011, 'humidity': 80, 'sea_level': 1011, 'grnd_level': 989}",10000.0,"{'speed': 6.28, 'deg': 59, 'gust': 10.95}",{'all': 0},1710685343,"{'type': 2, 'id': 2000606, 'country': 'AU', 'sunrise': 1710706210, 'sunset': 1710750042}",36000,2167426,Emerald,200,,
"{'lon': 89.6715, 'lat': 25.5559}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 29.15, 'feels_like': 27.57, 'temp_min': 29.15, 'temp_max': 29.15, 'pressure': 1010, 'humidity': 20, 'sea_level': 1010, 'grnd_level': 1007}",10000.0,"{'speed': 2.73, 'deg': 308, 'gust': 2.58}",{'all': 1},1710685343,"{'country': 'BD', 'sunrise': 1710634105, 'sunset': 1710677455}",21600,1185247,Chilmāri,200,,
"{'lon': 46.0833, 'lat': -25.1667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 28.51, 'feels_like': 31.37, 'temp_min': 28.51, 'temp_max': 28.51, 'pressure': 1011, 'humidity': 68, 'sea_level': 1011, 'grnd_level': 997}",10000.0,"{'speed': 5.22, 'deg': 118, 'gust': 7.08}",{'all': 16},1710685323,"{'country': 'MG', 'sunrise': 1710644281, 'sunset': 1710688197}",10800,1079048,Ambovombe,200,,
"{'lon': 25.5833, 'lat': -21.4167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 34.51, 'feels_like': 32.51, 'temp_min': 34.51, 'temp_max': 34.51, 'pressure': 1009, 'humidity': 20, 'sea_level': 1009, 'grnd_level': 905}",10000.0,"{'speed': 2.74, 'deg': 77, 'gust': 4.63}",{'all': 98},1710685343,"{'country': 'BW', 'sunrise': 1710649231, 'sunset': 1710693085}",7200,933535,Letlhakane,200,,
"{'lon': -74.3659, 'lat': 49.9168}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -3.21, 'feels_like': -8.69, 'temp_min': -3.21, 'temp_max': -3.21, 'pressure': 997, 'humidity': 74}",10000.0,"{'speed': 4.63, 'deg': 70}",{'all': 100},1710685088,"{'type': 1, 'id': 859, 'country': 'CA', 'sunrise': 1710673543, 'sunset': 1710716739}",-14400,5921147,Chibougamau,200,,
"{'lon': -72.7111, 'lat': -16.6228}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 23.09, 'feels_like': 23.75, 'temp_min': 23.09, 'temp_max': 23.09, 'pressure': 1010, 'humidity': 88, 'sea_level': 1010, 'grnd_level': 973}",10000.0,"{'speed': 2.96, 'deg': 156, 'gust': 2.76}",{'all': 100},1710685344,"{'country': 'PE', 'sunrise': 1710672857, 'sunset': 1710716630}",-18000,3945985,Camaná,200,,
"{'lon': 9.9592, 'lat': 57.5881}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 2.68, 'feels_like': -1.33, 'temp_min': 2.68, 'temp_max': 2.68, 'pressure': 1026, 'humidity': 54, 'sea_level': 1026, 'grnd_level': 1024}",10000.0,"{'speed': 4.57, 'deg': 84, 'gust': 4.9}",{'all': 100},1710685344,"{'country': 'DK', 'sunrise': 1710653383, 'sunset': 1710696431}",3600,2620279,Hirtshals,200,,
"{'lon': 55.4781, 'lat': -21.3393}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 29.82, 'feels_like': 32.88, 'temp_min': 29.82, 'temp_max': 29.82, 'pressure': 1014, 'humidity': 62}",10000.0,"{'speed': 3.09, 'deg': 140}",{'all': 0},1710685305,"{'type': 1, 'id': 2127, 'country': 'RE', 'sunrise': 1710642055, 'sunset': 1710685915}",14400,935214,Saint-Pierre,200,,
"{'lon': 80.7911, 'lat': 6.024}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 26.88, 'feels_like': 28.5, 'temp_min': 26.88, 'temp_max': 26.88, 'pressure': 1012, 'humidity': 68, 'sea_level': 1012, 'grnd_level': 1008}",10000.0,"{'speed': 3.85, 'deg': 77, 'gust': 6.53}",{'all': 2},1710685344,"{'country': 'LK', 'sunrise': 1710636143, 'sunset': 1710679679}",19800,1227037,Tangalle,200,,
"{'lon': -75.676, 'lat': 36.0307}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 15.19, 'feels_like': 15.14, 'temp_min': 15.01, 'temp_max': 17.21, 'pressure': 1007, 'humidity': 91}",10000.0,"{'speed': 4.63, 'deg': 280, 'gust': 7.72}",{'all': 100},1710685089,"{'type': 1, 'id': 4082, 'country': 'US', 'sunrise': 1710673799, 'sunset': 1710717111}",-14400,4474274,Kill Devil Hills,200,,
"{'lon': 43.6667, 'lat': -23.35}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 29.14, 'feels_like': 33.04, 'temp_min': 29.14, 'temp_max': 29.14, 'pressure': 1012, 'humidity': 70, 'sea_level': 1012, 'grnd_level': 1011}",10000.0,"{'speed': 7.07, 'deg': 200, 'gust': 7.75}",{'all': 0},1710685344,"{'country': 'MG', 'sunrise': 1710644875, 'sunset': 1710688763}",10800,1055429,Toliara,200,,
"{'lon': -28.6333, 'lat': 38.5333}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 17.23, 'feels_like': 17.02, 'temp_min': 16.8, 'temp_max': 17.23, 'pressure': 1019, 'humidity': 77}",10000.0,"{'speed': 8.94, 'deg': 256, 'gust': 12.07}",{'all': 40},1710685344,"{'type': 2, 'id': 2078208, 'country': 'PT', 'sunrise': 1710662531, 'sunset': 1710705804}",-3600,3372988,Horta,200,,
"{'lon': 140.73, 'lat': 53.1406}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': -13.01, 'feels_like': -16.59, 'temp_min': -13.01, 'temp_max': -13.01, 'pressure': 1011, 'humidity': 98, 'sea_level': 1011, 'grnd_level': 1008}",1123.0,"{'speed': 1.5, 'deg': 240, 'gust': 1.75}",{'all': 100},1710685089,"{'country': 'RU', 'sunrise': 1710708277, 'sunset': 1710751544}",36000,2122850,Nikolayevsk-on-Amur,200,,
"{'lon': 14.9333, 'lat': 4.0333}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 35.57, 'feels_like': 35.99, 'temp_min': 35.57, 'temp_max': 35.57, 'pressure': 1004, 'humidity': 32, 'sea_level': 1004, 'grnd_level': 940}",10000.0,"{'speed': 1.18, 'deg': 29, 'gust': 1.92}",{'all': 69},1710685344,"{'country': 'CM', 'sunrise': 1710651934, 'sunset': 1710695493}",3600,2225325,Ndelele,200,,
"{'lon': 34.7431, 'lat': -19.6094}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 28.83, 'feels_like': 32.9, 'temp_min': 28.83, 'temp_max': 28.83, 'pressure': 1014, 'humidity': 73, 'sea_level': 1014, 'grnd_level': 1008}",10000.0,"{'speed': 3.95, 'deg': 137, 'gust': 4.74}",{'all': 10},1710685089,"{'country': 'MZ', 'sunrise': 1710647045, 'sunset': 1710690875}",7200,1024696,Dondo,200,,
"{'lon': -7.3528, 'lat': 4.423}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 30.79, 'feels_like': 36.2, 'temp_min': 30.79, 'temp_max': 30.79, 'pressure': 1009, 'humidity': 67, 'sea_level': 1009, 'grnd_level': 1008}",10000.0,"{'speed': 3.42, 'deg': 188, 'gust': 2.9}",{'all': 26},1710685344,"{'country': 'CI', 'sunrise': 1710657283, 'sunset': 1710700839}",0,2281120,Tabou,200,,
"{'lon': 150.7967, 'lat': -2.5744}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 27.11, 'feels_like': 30.29, 'temp_min': 27.11, 'temp_max': 27.11, 'pressure': 1009, 'humidity': 83, 'sea_level': 1009, 'grnd_level': 1007}",10000.0,"{'speed': 3.85, 'deg': 225, 'gust': 4.02}",{'all': 100},1710685345,"{'country': 'PG', 'sunrise': 1710705685, 'sunset': 1710749305}",36000,2094342,Kavieng,200,{'1h': 0.27},
"{'lon': -46.0333, 'lat': 60.7167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': -6.35, 'feels_like': -6.35, 'temp_min': -6.35, 'temp_max': -6.35, 'pressure': 1010, 'humidity': 85, 'sea_level': 1010, 'grnd_level': 1010}",1403.0,"{'speed': 0.64, 'deg': 125, 'gust': 1.54}",{'all': 100},1710685345,"{'country': 'GL', 'sunrise': 1710666816, 'sunset': 1710709869}",-7200,3420846,Qaqortoq,200,,
"{'lon': 108.3611, 'lat': 46.3611}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': -12.17, 'feels_like': -12.17, 'temp_min': -12.17, 'temp_max': -12.17, 'pressure': 1030, 'humidity': 82, 'sea_level': 1030, 'grnd_level': 876}",10000.0,"{'speed': 1.27, 'deg': 316, 'gust': 1.34}",{'all': 76},1710685345,"{'country': 'MN', 'sunrise': 1710629732, 'sunset': 1710672859}",28800,2032050,Choyr,200,,
"{'lon': 44.1333, 'lat': 27.1}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 27.88, 'feels_like': 26.92, 'temp_min': 27.88, 'temp_max': 27.88, 'pressure': 1014, 'humidity': 28, 'sea_level': 1014, 'grnd_level': 946}",10000.0,"{'speed': 5.12, 'deg': 131, 'gust': 5.65}",{'all': 98},1710685345,"{'country': 'SA', 'sunrise': 1710645033, 'sunset': 1710688381}",10800,101581,Tanūmah,200,,
"{'lon': -15.4134, 'lat': 28.0997}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 23.86, 'feels_like': 23.97, 'temp_min': 23.86, 'temp_max': 24.07, 'pressure': 1017, 'humidity': 64}",10000.0,"{'speed': 9.77, 'deg': 30}",{'all': 0},1710685345,"{'type': 2, 'id': 47680, 'country': 'ES', 'sunrise': 1710659318, 'sunset': 1710702673}",0,2515270,Las Palmas de Gran Canaria,200,,
"{'lon': -90.4, 'lat': 20.8667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 25.61, 'feels_like': 26.21, 'temp_min': 25.61, 'temp_max': 25.61, 'pressure': 1011, 'humidity': 76, 'sea_level': 1011, 'grnd_level': 1011}",10000.0,"{'speed': 5.94, 'deg': 137, 'gust': 9.79}",{'all': 6},1710685345,"{'country': 'MX', 'sunrise': 1710677273, 'sunset': 1710720703}",-21600,3531368,Celestún,200,,
"{'lon': -70.4, 'lat': -23.65}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 21.94, 'feels_like': 21.97, 'temp_min': 21.94, 'temp_max': 21.94, 'pressure': 1011, 'humidity': 68, 'sea_level': 1011, 'grnd_level': 977}",10000.0,"{'speed': 2.7, 'deg': 226, 'gust': 2.32}",{'all': 11},1710685345,"{'country': 'CL', 'sunrise': 1710672256, 'sunset': 1710716122}",-10800,3899539,Antofagasta,200,,
"{'lon': -40.12, 'lat': -2.8856}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 28.7, 'feels_like': 33.72, 'temp_min': 28.7, 'temp_max': 28.7, 'pressure': 1012, 'humidity': 79, 'sea_level': 1012, 'grnd_level': 1010}",10000.0,"{'speed': 5.61, 'deg': 92, 'gust': 7.12}",{'all': 44},1710685345,"{'country': 'BR', 'sunrise': 1710665110, 'sunset': 1710708737}",-10800,3408368,Acaraú,200,{'1h': 0.37},
"{'lon': 143.6268, 'lat': -3.5534}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 25.35, 'feels_like': 26.34, 'temp_min': 25.35, 'temp_max': 25.35, 'pressure': 1010, 'humidity': 92, 'sea_level': 1010, 'grnd_level': 999}",10000.0,"{'speed': 2.29, 'deg': 237, 'gust': 3.19}",{'all': 100},1710685345,"{'country': 'PG', 'sunrise': 1710707402, 'sunset': 1710751029}",36000,2083537,Wewak,200,{'1h': 2.37},
"{'lon': 81.6667, 'lat': 16.45}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 25.29, 'feels_like': 25.96, 'temp_min': 25.29, 'temp_max': 25.29, 'pressure': 1013, 'humidity': 80, 'sea_level': 1013, 'grnd_level': 1012}",10000.0,"{'speed': 2.63, 'deg': 169, 'gust': 5.18}",{'all': 0},1710685346,"{'country': 'IN', 'sunrise': 1710635983, 'sunset': 1710679419}",19800,1261852,Narasapuram,200,,
"{'lon': -68.15, 'lat': -16.5}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 13.1, 'feels_like': 12.32, 'temp_min': 13.1, 'temp_max': 13.99, 'pressure': 1037, 'humidity': 71}",6000.0,"{'speed': 4.63, 'deg': 80}",{'all': 75},1710685346,"{'type': 2, 'id': 2081273, 'country': 'BO', 'sunrise': 1710671763, 'sunset': 1710715535}",-14400,3911925,La Paz,200,,
"{'lon': 48.806, 'lat': 41.4635}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 7.27, 'feels_like': 5.09, 'temp_min': 7.27, 'temp_max': 7.27, 'pressure': 1021, 'humidity': 86, 'sea_level': 1021, 'grnd_level': 1008}",10000.0,"{'speed': 3.22, 'deg': 130, 'gust': 3.7}",{'all': 100},1710685291,"{'country': 'AZ', 'sunrise': 1710643980, 'sunset': 1710687192}",14400,584717,Xaçmaz,200,,
